0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174894,1365065,0
0,174847,1365065,1
0,174847,1365065,1
0,174750,1365065,2
0,174750,1365065,2
0,174601,1365065,3
0,174601,1365065,3
0,174396,1365055,4
0,174396,1365055,4
0,174143,1365035,5
0,174143,1365035,5
0,173840,1365009,6
0,173840,1365009,6
0,173507,1364961,7
0,173507,1364961,7
0,173139,1364907,8
0,173139,1364907,8
0,172746,1364824,8
0,172746,1364824,8
0,172330,1364721,9
0,172330,1364721,9
0,171893,1364595,9
0,171893,1364595,9
0,171437,1364443,10
0,171437,1364443,10
0,170963,1364264,10
0,170963,1364264,10
0,170472,1364058,11
0,170472,1364058,11
0,169967,1363819,11
0,169967,1363819,11
0,169446,1363548,12
0,169446,1363548,12
0,168910,1363243,13
0,168910,1363243,13
0,168306,1362957,14
0,168306,1362957,14
0,167645,1362680,15
0,167645,1362680,15
0,166944,1362411,16
0,166944,1362411,16
0,166212,1362136,17
0,166212,1362136,17
0,165453,1361863,17
0,165453,1361863,17
0,164666,1361592,18
0,164666,1361592,18
0,163850,1361323,18
0,163850,1361323,18
0,163005,1361056,19
0,163005,1361056,19
0,162130,1360790,20
0,162130,1360790,20
0,161224,1360525,20
0,161224,1360525,20
0,160286,1360263,21
0,160286,1360263,21
0,159313,1360012,21
0,159313,1360012,21
1,158303,1359777,22
1,158303,1359777,22
1,157254,1359561,23
1,157254,1359561,23
1,156166,1359370,24
1,156166,1359370,24
1,155038,1359206,24
1,155038,1359206,24
1,153863,1359066,25
1,153863,1359066,25
1,152637,1358914,27
1,152637,1358914,27
1,151357,1358763,28
1,151357,1358763,28
1,150022,1358636,29
1,150022,1358636,29
1,148628,1358552,30
1,148628,1358552,30
1,147180,1358516,31
